x,y,aspect,cost,dem,slope,tmed,tpi,tsavi
-75.7441666558,-11.6294444041,1.89254689216614,18.4115047454834,4362,1.57070851325989,3.65435099601746,-0.646858155727386,0.286285191774368
-75.3322221784,-11.8708333123,2.94419717788696,2.28768849372864,3320,1.57068741321564,11.3779945373535,-0.641834795475006,0.377963751554489
-75.3524999578,-11.7208333003,2.88099026679993,3.49383187294006,4417,1.57076048851013,4.4148268699646,-0.709296226501465,0.297250241041183
-75.3322221784,-11.7924999727,3.76184225082397,1.68741834163666,3849,1.57076406478882,7.11842107772827,-1.77140402793884,0.356793284416199
-75.2519443942,-11.6816666305,5.2012414932251,7.93032884597778,4813,1.57078588008881,2.62980937957764,-0.242295920848846,0.150608912110329
-75.4127777404,-11.9427777625,6.00488567352295,0.658148765563965,3840,1.57071995735168,7.77054166793823,0.178265929222107,0.280723124742508
-75.327222178,-11.8055555293,4.07736206054688,0,3802,1.57077276706696,8.31285667419434,2.48247265815735,0.302401334047318
-75.5030555254,-11.8644444229,0.00342548196204007,1.4642561674118,3679,1.57023954391479,8.63853931427002,-1.58882462978363,0.263526886701584
-75.3874999606,-11.8774999795,1.10793030261993,0.6668421626091,3290,1.57054781913757,11.7962207794189,0.167280778288841,0.399638831615448
-75.1913888338,-11.9036110927,5.08328008651733,20.882661819458,4080,1.57078194618225,6.09847831726074,1.82622849941254,0.239876925945282
-75.5080555258,-11.6686110739,4.18759298324585,1.85700082778931,3630,1.57077097892761,9.38497829437256,1.08812928199768,0.167632758617401
-75.4527777436,-11.6424999607,3.67331671714783,9.15983104705811,4470,1.57076811790466,4.81505298614502,0.357321351766586,0.271456122398376
-75.3774999598,-11.8969444255,5.63968420028687,0,3282,1.57068526744843,11.6399612426758,-0.717307209968567,0.242127731442451
-75.2416666156,-11.9297222059,4.77895736694336,0.332759469747543,3607,1.57075941562653,9.54800510406494,-0.13944111764431,0.288837939500809
-75.5836110874,-11.8252777531,5.03413963317871,16.2002925872803,3899,1.57076704502106,6.91936683654785,-0.902852296829224,0.257275462150574
-75.3069443986,-11.9752777651,1.10714876651764,0.254197657108307,3272,1.57074666023254,11.7259616851807,-0.546967148780823,0.249552890658379
-75.2213888362,-12.0274999915,4.71312189102173,1.49739897251129,3296,1.57051837444305,11.7668027877808,-0.329151093959808,0.201367065310478
-75.4024999618,-11.7666666373,3.95137619972229,18.0578765869141,3935,1.57077717781067,7.3834547996521,0.838100433349609,0.190276354551315
-75.181388833,-11.8383333097,3.41989231109619,7.48286199569702,4524,1.57071995735168,3.98009347915649,0.208600893616676,0.282716006040573
-75.2819443966,-11.7924999727,5.36523580551147,0.825707376003265,4356,1.57077038288116,4.9153037071228,-0.354702055454254,0.328711539506912
-75.3072221764,-11.7861110833,4.59295988082886,3.61285042762756,4223,1.57077431678772,5.52036333084106,0.237693160772324,0.269209712743759
-75.3422221792,-11.9688888757,3.92699074745178,6.25023508071899,3453,1.57074725627899,10.6573219299316,-0.26743820309639,0.293748587369919
-75.4627777444,-11.7536110807,5.96143484115601,1.73189759254456,3389,1.33537936210632,10.9759473800659,-0.25600990653038,0.304088324308395
-75.7288888768,-11.5902777343,4.25030755996704,1.98885643482208,4066,1.57054734230042,5.18936586380005,-0.181410506367683,0.28560596704483
-75.141111052,-11.8838888689,4.71238899230957,39.2892036437988,4573,1.57075667381287,3.92488217353821,0.754616856575012,0.267671346664429
-75.4427777428,-11.8838888689,3.97457385063171,4.93660402297974,3854,1.57075893878937,7.77986907958984,1.17481470108032,0.243675887584686
-75.5986110886,-11.7599999701,1.8490959405899,0.216346219182014,3652,1.57071995735168,8.8002815246582,1.65733516216278,0.2372787296772
-75.653611093,-11.5772221777,3.20034837722778,3.67931580543518,4166,1.54852914810181,4.90834712982178,-0.157377347350121,0.278955817222595
-75.5986110886,-11.6491666279,1.68790507316589,2.66713547706604,3715,1.57076382637024,8.16001319885254,0.674254715442657,0.287541508674622
-75.2166666136,-11.9230555387,1.30162882804871,9.4013090133667,4021,1.57077789306641,6.35537099838257,-1.31012463569641,0.25868433713913
-75.5583333076,-11.6230555147,0.927295207977295,0.69170755147934,3817,1.57074081897736,7.52632904052734,0.516543924808502,0.231600165367126
-75.40777774,-11.6752777411,0.620249509811401,6.55322313308716,4489,1.57073175907135,4.18709373474121,0.105124749243259,0.366433531045914
-75.523055527,-11.7208333003,0.610725939273834,1.35714948177338,3643,1.57075083255768,9.31128120422363,1.04453194141388,0.275777041912079
-75.246666616,-11.9230555387,5.13061332702637,4.54177188873291,3512,1.57073986530304,10.1276149749756,-1.16341781616211,0.295261114835739
-75.4830555238,-11.6752777411,2.6571147441864,2.86853957176208,3863,1.57078337669373,7.55995655059814,-1.93368601799011,0.217325091362
-75.246666616,-12.0144444349,4.1101016998291,0.325229644775391,3239,1.57076776027679,12.052882194519,0.14855232834816,0.321839690208435
-75.3322221784,-11.9819444323,1.24904572963715,0.380523800849915,3358,1.57070851325989,11.3935871124268,0.324550241231918,0.23492406308651
-75.5836110874,-11.7666666373,0.620249509811401,8.94046974182129,3799,1.57073175907135,7.88865518569946,0.802261531352997,0.251026660203934
-75.3122221768,-11.8383333097,5.69518280029297,3.32797408103943,3696,1.57071924209595,8.84025859832764,-0.0754425749182701,0.313685476779938
-75.6338888692,-11.8186110859,0.785398185253143,2.40599584579468,3554,1.57077670097351,9.02709865570068,-1.53949332237244,0.257435172796249
-75.4074999622,-11.8186110859,4.99068880081177,4.96659898757935,3367,1.57077085971832,11.1479053497314,-0.701706826686859,0.206844061613083
-75.5933333104,-11.6294444041,2.50884389877319,1.21482813358307,3911,1.57076644897461,6.62175798416138,-2.09731507301331,0.272467792034149
-75.5080555258,-11.7208333003,3.14159274101257,0.310181319713593,3360,1.38339185714722,11.0688896179199,-0.00643240381032228,-0.0135907167568803
-75.6186110902,-11.6361110713,4.71238899230957,1.3481867313385,3966,1.57065749168396,6.28723764419556,-0.343739539384842,0.249436169862747
-75.4427777428,-11.9166666493,0.694738268852234,11.0837249755859,3908,1.57072520256042,7.22049760818481,-0.248871922492981,0.269835352897644
-75.6638888716,-11.8447221991,4.85840129852295,14.9286632537842,4142,1.57078015804291,5.01424217224121,0.431974470615387,0.199055850505829
-75.2819443966,-11.8055555293,2.5652174949646,4.30206537246704,4148,1.57078468799591,5.5293402671814,-0.634666979312897,0.301711291074753
-75.7288888768,-11.5708332883,4.04641962051392,9.01121139526367,4173,1.57076513767242,4.74461841583252,0.260549783706665,0.247057378292084
-75.718888876,-11.5511110645,5.32705211639404,0.71457850933075,4401,1.57076966762543,3.91299843788147,0.568042755126953,0.2098328769207
-75.4627777444,-11.8969444255,1.68145358562469,1.29236471652985,3806,1.57073497772217,7.98044013977051,0.751967191696167,0.283998280763626
-75.4680555226,-11.8708333123,0.00201612641103566,3.65828204154968,3723,1.57022285461426,8.56558990478516,-0.406863629817963,0.233346462249756
-75.3222221776,-11.8316666425,4.40950393676758,0.563110113143921,3526,1.57077980041504,10.0035820007324,0.238115280866623,0.361281782388687
-75.4177777408,-11.8905555361,0.588002622127533,5.49913787841797,3774,1.57075774669647,8.43844795227051,0.94646030664444,0.258821189403534
-75.6738888724,-11.8316666425,0.718829989433289,11.2583017349243,3949,1.57074403762817,6.22095060348511,0.283406406641006,0.259421646595001
-75.2819443966,-11.9361110953,3.71796798706055,9.33338451385498,3575,1.57077300548553,9.93359088897705,-1.2822722196579,0.214475125074387
-75.392499961,-11.9036110927,5.7427659034729,5.72664213180542,3487,1.57077252864838,10.5052032470703,0.0479831919074059,0.252414613962173
-75.5936110882,-11.7469444135,0.19739556312561,1.03754997253418,3768,1.57068741321564,8.00344276428223,0.437969774007797,0.220720514655113
-75.668888872,-11.6424999607,2.67745637893677,2.68144178390503,3875,1.57054758071899,6.75181674957275,-0.457148194313049,0.232833489775658
-75.35222218,-11.7730555267,5.24046325683594,2.27161026000977,4045,1.570756316185,6.55458545684814,0.589685142040253,0.243267402052879
-75.2366666152,-11.9883333217,4.93105792999268,0.285758137702942,3349,1.57076621055603,11.5432262420654,-0.0894942954182625,0.247685700654984
-75.2669443954,-11.7991666399,4.12438631057739,3.12429070472717,4231,1.57074499130249,5.41817617416382,0.738253235816956,0.299736827611923
-75.5180555266,-11.7274999675,1.40006113052368,1.70823156833649,3501,1.57077741622925,10.1171340942383,1.05060386657715,0.236634030938148
-75.432777742,-11.8383333097,1.24848330020905,1.10029351711273,3325,1.57062029838562,11.4566259384155,-0.332777082920074,0.2926245033741
-75.2819443966,-11.9883333217,1.56127882003784,4.58642148971558,3226,1.57050752639771,12.1832094192505,-0.0480146259069443,0.261315286159515
-75.3069443986,-11.9949999889,3.1386559009552,0,3305,1.57023942470551,11.6501722335815,-0.1942970007658,0.264861136674881
-75.156388831,-11.8316666425,2.94419717788696,5.22247838973999,4477,1.57074189186096,4.07822942733765,-0.0388719774782658,0.226067274808884
-75.5280555274,-11.6163888475,4.30749702453613,2.13631987571716,4119,1.57075989246368,5.73937463760376,-0.468576490879059,0.225316017866135
-75.6586110934,-11.5838888449,1.57079637050629,1.36131393909454,4185,1.57071697711945,5.04512548446655,0.873107314109802,0.25535449385643
-75.6941666518,-11.7924999727,3.33898830413818,3.10706067085266,3748,1.57074189186096,7.61949110031128,2.86391925811768,0.245592564344406
-75.4277777416,-11.6622221845,1.62955212593079,0.00487777637317777,4464,1.57076370716095,4.30957412719727,-0.100035138428211,0.311280727386475
-75.2719443958,-11.9099999821,2.78282189369202,2.28037214279175,3599,1.57077467441559,9.72297477722168,1.50852143764496,0.282257080078125
-75.35222218,-11.8969444255,2.35284876823425,1.17503869533539,3272,1.57060050964355,11.8909244537354,0.251407116651535,0.40462264418602
-75.3574999582,-11.7730555267,5.6577000617981,0.930122315883636,3924,1.57077133655548,7.24687337875366,-1.37141311168671,0.274543076753616
-75.6838888732,-11.6752777411,2.00742340087891,0,4054,1.57076275348663,5.38457822799683,-0.562288641929626,0.275358408689499
-75.5833333096,-11.6816666305,2.06075358390808,1.06029939651489,3706,1.57076358795166,8.18049621582031,-0.731427609920502,0.244877070188522
-75.5583333076,-11.7469444135,1.57079637050629,4.07110504230018e-15,3467,1.4096657037735,10.1287593841553,-0.202913835644722,0.247975587844849
-75.7641666574,-11.5511110645,1.96558749675751,0.540590405464172,4221,1.57075357437134,4.36766767501831,-0.220622450113297,0.234732449054718
-75.4477777432,-11.6816666305,4.65980577468872,0.415154904127121,4109,1.57078170776367,6.00343561172485,1.76908695697784,0.229719042778015
