x,y,aspect,cost,dem,slope,tmed,tpi,tsavi
-75.4880555242,-11.8122221965,1.49685728549957,1.97468900680542,3535,1.57077574729919,9.97253322601318,0.376832842826843,0.250870764255524
-75.7491666562,-11.5838888449,0.909753143787384,4.87062215805054,4209,1.57074761390686,4.4592719078064,-0.219779178500175,0.255164444446564
-75.6988888744,-11.6230555147,4.43408918380737,1.83548784255981,4102,1.57071995735168,5.22452831268311,0.614827454090118,0.24075473845005
-75.4527777436,-11.7469444135,4.71238899230957,1.43215775489807,3407,1.29367101192474,10.8520231246948,-0.3614481985569,0.277933329343796
-75.2669443954,-11.8905555361,4.95736742019653,0,3463,1.5706615447998,10.4694013595581,-0.883009433746338,0.257660686969757
-75.498055525,-11.7730555267,2.35519647598267,0,3384,1.57039487361908,11.0348520278931,0.132552683353424,0.208137467503548
-75.7741666582,-11.5577777317,0.540419518947601,1.31299161911011,4327,1.57074868679047,3.83867049217224,-0.14388507604599,0.238742366433144
-75.3322221784,-11.7730555267,3.86823511123657,3.39803433418274,4133,1.57075023651123,5.90220069885254,0.0594114996492863,0.315816938877106
-75.4527777436,-11.7208333003,6.28318548202515,3.47248601913452,3566,1.57076990604401,9.98468494415283,0.123852491378784,0.235479548573494
-75.392499961,-11.8905555361,0.895387887954712,1.12101054191589,3315,1.5707094669342,11.3584728240967,-1.10399055480957,0.25716570019722
-75.3774999598,-11.8577777557,1.57963478565216,0.174927726387978,3301,1.57023763656616,11.7222080230713,-0.10931108891964,0.352773189544678
-75.3222221776,-11.7797221939,2.69921851158142,2.3048779964447,4032,1.57078313827515,5.84031772613525,-2.20525360107422,0.312195986509323
-75.4930555246,-11.6883332977,4.47864580154419,0.228209897875786,3578,1.57077062129974,9.61863327026367,1.61366188526154,0.185400649905205
-75.5986110886,-11.6686110739,0.994421124458313,1.08867871761322,3781,1.57077300548553,7.72783708572388,0.253692805767059,0.259887367486954
-75.3824999602,-11.7144444109,5.49778699874878,0,3815,1.57077920436859,7.37560224533081,-3.0244882106781,0.298890441656113
-75.4227777412,-11.6622221845,4.35361814498901,0.12336689978838,4447,1.57073128223419,4.25935792922974,0.253692805767059,0.284454673528671
-75.7138888756,-11.5969444015,3.60524034500122,0.572238802909851,4076,1.57071352005005,5.22376346588135,-0.230741664767265,0.261604726314545
-75.7641666574,-11.5969444015,6.15883016586304,2.31457996368408,4378,1.57072746753693,3.60941195487976,-0.320008426904678,0.221745431423187
-75.457777744,-11.7536110807,4.71238899230957,1.94937205314636,3397,1.57061111927032,10.6034889221191,-1.39402973651886,0.344335377216339
-75.7038888748,-11.5641666211,2.35631704330444,1.25310635566711,4255,1.57059895992279,4.3812108039856,-0.310430496931076,0.246707454323769
-75.4780555234,-11.6555555173,3.04192399978638,1.35994112491608,4039,1.57076871395111,6.11099576950073,-2.25289797782898,0.234752953052521
-75.2266666144,-11.8838888689,2.5535900592804,0,3984,1.57071924209595,6.89584302902222,0.38397553563118,0.250696241855621
-75.2669443954,-11.8838888689,2.75098562240601,3.09289383888245,3588,1.57076609134674,9.64641380310059,-0.507432758808136,0.334226936101913
-75.6236110906,-11.6294444041,1.34399747848511,0.098983958363533,4013,1.57075464725494,6.00248098373413,-0.276580840349197,0.264465063810349
-75.327222178,-11.9622222085,2.18152236938477,9.70303153991699,3429,1.57077360153198,10.7511796951294,0.292549073696136,0.232958018779755
-75.4277777416,-11.8905555361,3.26594758033752,1.24335134029388,3809,1.57076191902161,8.01139545440674,0.111981734633446,0.318399757146835
-75.3019443982,-11.8447221991,1.7681919336319,0.850391685962677,3737,1.57076001167297,8.49490070343018,0.411403506994247,0.341397345066071
-75.2669443954,-11.9558333191,4.71557474136353,1.16484475135803,3264,1.57051753997803,11.9876585006714,0.40226086974144,0.289263397455215
-75.668888872,-11.5902777343,4.17196941375732,1.87651407718658,4218,1.57070100307465,4.75793600082397,0.404546529054642,0.236386612057686
-75.2669443954,-11.6752777411,5.01527404785156,0,4633,1.57076323032379,3.55383205413818,2.04818987846375,0.210255235433578
-75.3072221764,-11.7208333003,5.11728096008301,1.23374342918396,4670,1.57077205181122,3.47628140449524,0.648786723613739,0.192853018641472
-75.5533333072,-11.7730555267,1.19028997421265,0,3501,1.57069313526154,9.85103416442871,-0.39813032746315,0.266464024782181
-75.4930555246,-11.6686110739,2.12769794464111,0.295110106468201,3840,1.57078742980957,7.64791011810303,1.45537257194519,0.239272460341454
-75.2416666156,-12.0536111047,5.49845886230469,1.4728832244873,3207,1.57069802284241,12.1760482788086,0.809108793735504,0.204372867941856
-75.6288888688,-11.8383333097,1.01463007926941,2.33160901069641,3829,1.5707836151123,7.02334928512573,-1.01708900928497,0.253112763166428
-75.4880555242,-11.8383333097,0.726521074771881,0,3701,1.57075023651123,8.40656280517578,-1.65026390552521,0.242747873067856
-75.5333333056,-11.7208333003,3.5903160572052,3.97387528419495,3695,1.57077777385712,8.528977394104,-0.484565317630768,0.215381383895874
-75.3422221792,-11.8316666425,3.23225259780884,1.95189797878265,3437,1.57077121734619,10.6372003555298,-0.659543395042419,0.429995059967041
-75.4124999626,-11.9558333191,0.380506366491318,1.62171137332916,3917,1.57074475288391,7.00717115402222,-0.758205711841583,0.252844959497452
-75.2819443966,-12.0274999915,1.57128953933716,0.3926842212677,3249,1.57023513317108,12.1131057739258,-0.294866174459457,0.208857208490372
-75.7088888752,-11.5838888449,5.67764043807983,1.44382667541504,4243,1.57076120376587,4.41053009033203,-0.135030761361122,0.254614144563675
-75.2969443978,-11.8513888663,1.2036224603653,0.431472986936569,3667,1.57077634334564,9.16256904602051,2.30621767044067,0.255120307207108
